"TIME","GEO","INTRT","Value","Flag and Footnotes"
"2008M04","Romania","EMU convergence criterion bond yields","7.35",""
"2008M05","Romania","EMU convergence criterion bond yields","7.26",""
"2008M06","Romania","EMU convergence criterion bond yields","7.15",""
"2008M07","Romania","EMU convergence criterion bond yields","7.28",""
"2008M08","Romania","EMU convergence criterion bond yields","8.20",""
"2008M09","Romania","EMU convergence criterion bond yields","8.32",""
"2008M10","Romania","EMU convergence criterion bond yields","8.27",""
"2008M11","Romania","EMU convergence criterion bond yields","8.38",""
"2008M12","Romania","EMU convergence criterion bond yields","8.38",""
"2009M01","Romania","EMU convergence criterion bond yields","9.23",""
"2009M02","Romania","EMU convergence criterion bond yields","8.42",""
"2009M03","Romania","EMU convergence criterion bond yields","9.38",""
"2009M04","Romania","EMU convergence criterion bond yields","9.77",""
"2009M05","Romania","EMU convergence criterion bond yields","8.32",""
"2009M06","Romania","EMU convergence criterion bond yields","11.26",""
"2009M07","Romania","EMU convergence criterion bond yields","11.46",""
"2009M08","Romania","EMU convergence criterion bond yields","11.46",""
"2009M09","Romania","EMU convergence criterion bond yields","11.00",""
"2009M10","Romania","EMU convergence criterion bond yields","9.13",""
"2009M11","Romania","EMU convergence criterion bond yields","8.24",""
"2009M12","Romania","EMU convergence criterion bond yields","8.66",""
"2010M01","Romania","EMU convergence criterion bond yields","9.05",""
"2010M02","Romania","EMU convergence criterion bond yields","7.92",""
"2010M03","Romania","EMU convergence criterion bond yields","7.11",""
"2010M04","Romania","EMU convergence criterion bond yields","6.97",""
"2010M05","Romania","EMU convergence criterion bond yields","7.27",""
"2010M06","Romania","EMU convergence criterion bond yields","7.10",""
"2010M07","Romania","EMU convergence criterion bond yields","7.18",""
"2010M08","Romania","EMU convergence criterion bond yields","7.15",""
"2010M09","Romania","EMU convergence criterion bond yields","7.14",""
"2010M10","Romania","EMU convergence criterion bond yields","7.02",""
"2010M11","Romania","EMU convergence criterion bond yields","7.04",""
"2010M12","Romania","EMU convergence criterion bond yields","7.09",""
"2011M01","Romania","EMU convergence criterion bond yields","6.66",""
"2011M02","Romania","EMU convergence criterion bond yields","7.03",""
"2011M03","Romania","EMU convergence criterion bond yields","7.31",""
"2011M04","Romania","EMU convergence criterion bond yields","7.30",""
"2011M05","Romania","EMU convergence criterion bond yields","7.26",""
"2011M06","Romania","EMU convergence criterion bond yields","7.42",""
"2011M07","Romania","EMU convergence criterion bond yields","7.41",""
"2011M08","Romania","EMU convergence criterion bond yields","7.30",""
"2011M09","Romania","EMU convergence criterion bond yields","7.28",""
"2011M10","Romania","EMU convergence criterion bond yields","7.72",""
"2011M11","Romania","EMU convergence criterion bond yields","7.43",""
"2011M12","Romania","EMU convergence criterion bond yields","7.39",""
"2012M01","Romania","EMU convergence criterion bond yields","7.02",""
"2012M02","Romania","EMU convergence criterion bond yields","6.99",""
"2012M03","Romania","EMU convergence criterion bond yields","6.48",""
"2012M04","Romania","EMU convergence criterion bond yields","6.24",""
"2012M05","Romania","EMU convergence criterion bond yields","6.50",""
"2012M06","Romania","EMU convergence criterion bond yields","6.68",""
"2012M07","Romania","EMU convergence criterion bond yields","6.52",""
"2012M08","Romania","EMU convergence criterion bond yields","6.84",""
"2012M09","Romania","EMU convergence criterion bond yields","6.54",""
"2012M10","Romania","EMU convergence criterion bond yields","6.85",""
"2012M11","Romania","EMU convergence criterion bond yields","6.84",""
"2012M12","Romania","EMU convergence criterion bond yields","6.65",""
"2013M01","Romania","EMU convergence criterion bond yields","5.90",""
"2013M02","Romania","EMU convergence criterion bond yields","5.72",""
"2013M03","Romania","EMU convergence criterion bond yields","5.86",""
"2013M04","Romania","EMU convergence criterion bond yields","5.46",""
"2013M05","Romania","EMU convergence criterion bond yields","5.23",""
"2013M06","Romania","EMU convergence criterion bond yields","5.43",""
"2013M07","Romania","EMU convergence criterion bond yields","5.26",""
"2013M08","Romania","EMU convergence criterion bond yields","5.04",""
"2013M09","Romania","EMU convergence criterion bond yields","5.27",""
"2013M10","Romania","EMU convergence criterion bond yields","5.22",""
"2013M11","Romania","EMU convergence criterion bond yields","5.29",""
"2013M12","Romania","EMU convergence criterion bond yields","5.29",""
"2014M01","Romania","EMU convergence criterion bond yields","5.22",""
"2014M02","Romania","EMU convergence criterion bond yields","5.35",""
"2014M03","Romania","EMU convergence criterion bond yields","5.31",""
"2014M04","Romania","EMU convergence criterion bond yields","5.15",""
"2014M05","Romania","EMU convergence criterion bond yields","4.72",""
"2014M06","Romania","EMU convergence criterion bond yields","4.48",""
"2014M07","Romania","EMU convergence criterion bond yields","4.16",""
"2014M08","Romania","EMU convergence criterion bond yields","4.21",""
"2014M09","Romania","EMU convergence criterion bond yields","4.09",""
"2014M10","Romania","EMU convergence criterion bond yields","3.90",""
"2014M11","Romania","EMU convergence criterion bond yields","3.66",""
"2014M12","Romania","EMU convergence criterion bond yields","3.68",""
"2015M01","Romania","EMU convergence criterion bond yields","3.14",""
"2015M02","Romania","EMU convergence criterion bond yields","2.83",""
"2015M03","Romania","EMU convergence criterion bond yields","3.01",""
"2015M04","Romania","EMU convergence criterion bond yields","3.25",""
"2015M05","Romania","EMU convergence criterion bond yields","3.45",""
"2015M06","Romania","EMU convergence criterion bond yields","3.84",""
"2015M07","Romania","EMU convergence criterion bond yields","3.99",""
"2015M08","Romania","EMU convergence criterion bond yields","3.86",""
"2015M09","Romania","EMU convergence criterion bond yields","3.73",""
"2015M10","Romania","EMU convergence criterion bond yields","3.47",""
"2015M11","Romania","EMU convergence criterion bond yields","3.49",""
"2015M12","Romania","EMU convergence criterion bond yields","3.62",""
"2016M01","Romania","EMU convergence criterion bond yields","3.60",""
"2016M02","Romania","EMU convergence criterion bond yields","3.33",""
"2016M03","Romania","EMU convergence criterion bond yields","3.34",""
"2016M04","Romania","EMU convergence criterion bond yields","3.49",""
"2016M05","Romania","EMU convergence criterion bond yields","3.43",""
"2016M06","Romania","EMU convergence criterion bond yields","3.48",""
"2016M07","Romania","EMU convergence criterion bond yields","3.14",""
"2016M08","Romania","EMU convergence criterion bond yields","2.93",""
"2016M09","Romania","EMU convergence criterion bond yields","2.92",""
"2016M10","Romania","EMU convergence criterion bond yields",":",""
"2000M01","Slovenia","EMU convergence criterion bond yields",":",""
"2000M02","Slovenia","EMU convergence criterion bond yields",":",""
"2000M03","Slovenia","EMU convergence criterion bond yields",":",""
"2000M04","Slovenia","EMU convergence criterion bond yields",":",""
"2000M05","Slovenia","EMU convergence criterion bond yields",":",""
"2000M06","Slovenia","EMU convergence criterion bond yields",":",""
"2000M07","Slovenia","EMU convergence criterion bond yields",":",""
"2000M08","Slovenia","EMU convergence criterion bond yields",":",""
"2000M09","Slovenia","EMU convergence criterion bond yields",":",""
"2000M10","Slovenia","EMU convergence criterion bond yields",":",""
"2000M11","Slovenia","EMU convergence criterion bond yields",":",""
"2000M12","Slovenia","EMU convergence criterion bond yields",":",""
"2001M01","Slovenia","EMU convergence criterion bond yields",":",""
"2001M02","Slovenia","EMU convergence criterion bond yields",":",""
"2001M03","Slovenia","EMU convergence criterion bond yields",":",""
"2001M04","Slovenia","EMU convergence criterion bond yields",":",""
"2001M05","Slovenia","EMU convergence criterion bond yields",":",""
"2001M06","Slovenia","EMU convergence criterion bond yields",":",""
"2001M07","Slovenia","EMU convergence criterion bond yields",":",""
"2001M08","Slovenia","EMU convergence criterion bond yields",":",""
"2001M09","Slovenia","EMU convergence criterion bond yields",":",""
"2001M10","Slovenia","EMU convergence criterion bond yields",":",""
"2001M11","Slovenia","EMU convergence criterion bond yields",":",""
"2001M12","Slovenia","EMU convergence criterion bond yields",":",""
"2002M01","Slovenia","EMU convergence criterion bond yields",":",""
"2002M02","Slovenia","EMU convergence criterion bond yields",":",""
"2002M03","Slovenia","EMU convergence criterion bond yields","9.62",""
"2002M04","Slovenia","EMU convergence criterion bond yields","9.52",""
"2002M05","Slovenia","EMU convergence criterion bond yields","9.22",""
"2002M06","Slovenia","EMU convergence criterion bond yields","9.19",""
"2002M07","Slovenia","EMU convergence criterion bond yields","9.08",""
"2002M08","Slovenia","EMU convergence criterion bond yields","8.94",""
"2002M09","Slovenia","EMU convergence criterion bond yields","8.91",""
"2002M10","Slovenia","EMU convergence criterion bond yields","8.90",""
"2002M11","Slovenia","EMU convergence criterion bond yields","7.10",""
"2002M12","Slovenia","EMU convergence criterion bond yields","6.65",""
"2003M01","Slovenia","EMU convergence criterion bond yields","6.65",""
"2003M02","Slovenia","EMU convergence criterion bond yields","6.65",""
"2003M03","Slovenia","EMU convergence criterion bond yields","6.65",""
"2003M04","Slovenia","EMU convergence criterion bond yields","6.65",""
"2003M05","Slovenia","EMU convergence criterion bond yields","6.65",""
"2003M06","Slovenia","EMU convergence criterion bond yields","6.65",""
"2003M07","Slovenia","EMU convergence criterion bond yields","6.65",""
"2003M08","Slovenia","EMU convergence criterion bond yields","6.65",""
"2003M09","Slovenia","EMU convergence criterion bond yields","6.65",""
"2003M10","Slovenia","EMU convergence criterion bond yields","6.16",""
"2003M11","Slovenia","EMU convergence criterion bond yields","5.54",""
"2003M12","Slovenia","EMU convergence criterion bond yields","5.27",""
"2004M01","Slovenia","EMU convergence criterion bond yields","5.14",""
"2004M02","Slovenia","EMU convergence criterion bond yields","5.01",""
"2004M03","Slovenia","EMU convergence criterion bond yields","4.99",""
"2004M04","Slovenia","EMU convergence criterion bond yields","4.83",""
"2004M05","Slovenia","EMU convergence criterion bond yields","4.77",""
"2004M06","Slovenia","EMU convergence criterion bond yields","4.69",""
"2004M07","Slovenia","EMU convergence criterion bond yields","4.64",""
"2004M08","Slovenia","EMU convergence criterion bond yields","4.66",""
"2004M09","Slovenia","EMU convergence criterion bond yields","4.63",""
"2004M10","Slovenia","EMU convergence criterion bond yields","4.47",""
"2004M11","Slovenia","EMU convergence criterion bond yields","4.30",""
"2004M12","Slovenia","EMU convergence criterion bond yields","4.07",""
"2005M01","Slovenia","EMU convergence criterion bond yields","3.87",""
"2005M02","Slovenia","EMU convergence criterion bond yields","3.92",""
"2005M03","Slovenia","EMU convergence criterion bond yields","3.88",""
"2005M04","Slovenia","EMU convergence criterion bond yields","3.95",""
"2005M05","Slovenia","EMU convergence criterion bond yields","3.92",""
"2005M06","Slovenia","EMU convergence criterion bond yields","3.90",""
"2005M07","Slovenia","EMU convergence criterion bond yields","3.78",""
"2005M08","Slovenia","EMU convergence criterion bond yields","3.79",""
"2005M09","Slovenia","EMU convergence criterion bond yields","3.74",""
"2005M10","Slovenia","EMU convergence criterion bond yields","3.62",""
"2005M11","Slovenia","EMU convergence criterion bond yields","3.62",""
"2005M12","Slovenia","EMU convergence criterion bond yields","3.69",""
"2006M01","Slovenia","EMU convergence criterion bond yields","3.73",""
"2006M02","Slovenia","EMU convergence criterion bond yields","3.72",""
"2006M03","Slovenia","EMU convergence criterion bond yields","3.80",""
"2006M04","Slovenia","EMU convergence criterion bond yields","3.73",""
"2006M05","Slovenia","EMU convergence criterion bond yields","3.73",""
"2006M06","Slovenia","EMU convergence criterion bond yields","3.86",""
"2006M07","Slovenia","EMU convergence criterion bond yields","3.86",""
