"TIME","GEO","UNIT","INDIC_EN","Value"
"2014","Slovenia","Percentage","Share of renewable energy in heating and cooling","33.3"
"2014","Slovakia","Percentage","Share of renewable energy in gross final energy consumption","11.6"
"2014","Slovakia","Percentage","Share of renewable energy in transport","6.9"
"2014","Slovakia","Percentage","Share of renewable energy in electricity","23.0"
"2014","Slovakia","Percentage","Share of renewable energy in heating and cooling","8.7"
"2014","Finland","Percentage","Share of renewable energy in gross final energy consumption","38.7"
"2014","Finland","Percentage","Share of renewable energy in transport","21.6"
"2014","Finland","Percentage","Share of renewable energy in electricity","31.4"
"2014","Finland","Percentage","Share of renewable energy in heating and cooling","51.9"
"2014","Sweden","Percentage","Share of renewable energy in gross final energy consumption","52.6"
"2014","Sweden","Percentage","Share of renewable energy in transport","19.2"
"2014","Sweden","Percentage","Share of renewable energy in electricity","63.3"
"2014","Sweden","Percentage","Share of renewable energy in heating and cooling","68.1"
"2014","United Kingdom","Percentage","Share of renewable energy in gross final energy consumption","7.0"
"2014","United Kingdom","Percentage","Share of renewable energy in transport","4.9"
"2014","United Kingdom","Percentage","Share of renewable energy in electricity","17.8"
"2014","United Kingdom","Percentage","Share of renewable energy in heating and cooling","4.5"
"2014","Iceland","Percentage","Share of renewable energy in gross final energy consumption","71.1"
"2014","Iceland","Percentage","Share of renewable energy in transport","3.3"
"2014","Iceland","Percentage","Share of renewable energy in electricity","97.1"
"2014","Iceland","Percentage","Share of renewable energy in heating and cooling","60.7"
"2014","Norway","Percentage","Share of renewable energy in gross final energy consumption","69.2"
"2014","Norway","Percentage","Share of renewable energy in transport","4.8"
"2014","Norway","Percentage","Share of renewable energy in electricity","109.6"
"2014","Norway","Percentage","Share of renewable energy in heating and cooling","32.5"
